ingredient_name,role,state_name,sequence,activity_type,instruction,minutes,human_busy,attention_load,equipment_name,stage,parallel_ok,depends_on_sequence,verified
Black olives,vegetable,,2,fold in,"Fold Black olives into the dish near the end, just long enough to warm them.",1,1,0.3,counter,late,1,1,1
Green olives,vegetable,,1,drain,Drain Green olives well.,1,1,1,counter,late,1,,1
Green olives,vegetable,,2,fold in,"Fold Green olives into the dish near the end, just long enough to warm them.",1,1,0.3,counter,late,1,1,1
Sauerkraut,vegetable,,1,prep,"Prep Sauerkraut: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Sauerkraut,vegetable,,2,warm,Add Sauerkraut to the skillet or saucepan near the end and warm gently.,5,1,0.3,burner,late,1,1,1
Pickles,vegetable,,1,prep,"Prep Pickles: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Pickles,vegetable,,2,assemble,Keep Pickles crisp and add it at serving time.,1,1,0.2,counter,finish,1,1,1
Celery root,vegetable,,1,prep,"Prep Celery root: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,early,1,,1
Celery root,vegetable,,2,cook,Cook Celery root in a covered pot until tender without overcooking.,25,1,0.5,burner,early,0,1,1
Fennel,vegetable,,1,prep,"Prep Fennel: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Fennel,vegetable,,2,cook,Cook Fennel in a skillet until tender without overcooking.,12,1,0.5,burner,late,0,1,1
Snap peas,vegetable,,1,prep,"Prep Snap peas: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Snap peas,vegetable,,2,cook,Cook Snap peas in a skillet until tender without overcooking.,3,1,0.5,burner,late,0,1,1
Snow peas,vegetable,,1,prep,"Prep Snow peas: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Snow peas,vegetable,,2,cook,Cook Snow peas in a skillet until tender without overcooking.,3,1,0.5,burner,late,0,1,1
Bean sprouts,vegetable,,1,prep,"Prep Bean sprouts: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Bean sprouts,vegetable,,2,cook,Cook Bean sprouts in a skillet until tender without overcooking.,2,1,0.5,burner,late,0,1,1
Collard greens,vegetable,,1,prep,"Prep Collard greens: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Collard greens,vegetable,,2,cook,Cook Collard greens in a skillet until tender without overcooking.,25,1,0.5,burner,late,0,1,1
Mustard greens,vegetable,,1,prep,"Prep Mustard greens: wash, trim, drain, and cut it into even pieces as appropriate.",2,1,1,counter,middle,1,,1
Mustard greens,vegetable,,2,cook,Cook Mustard greens in a skillet until tender without overcooking.,20,1,0.5,burner,late,0,1,1
White rice,foundation,,1,prep,Prep White rice: measure the rice and cooking liquid.,2,1,1,counter,early,1,,1
White rice,foundation,,2,start,"Put White rice and its liquid in a saucepan, bring them to a simmer, then cover and reduce the heat.",2,1,1,burner,early,0,1,1
White rice,foundation,,3,simmer,Let White rice simmer covered without constant attention.,20,0,0,burner,early,1,2,1
White rice,foundation,,4,rest,Remove White rice from heat and let it rest covered before fluffing.,5,0,0,counter,finish,1,3,1
Brown rice,foundation,,1,prep,Prep Brown rice: measure the rice and cooking liquid.,2,1,1,counter,early,1,,1
Brown rice,foundation,,2,start,"Put Brown rice and its liquid in a saucepan, bring them to a simmer, then cover and reduce the heat.",2,1,1,burner,early,0,1,1
Brown rice,foundation,,3,simmer,Let Brown rice simmer covered without constant attention.,40,0,0,burner,early,1,2,1
Brown rice,foundation,,4,rest,Remove Brown rice from heat and let it rest covered before fluffing.,5,0,0,counter,finish,1,3,1
Jasmine rice,foundation,,1,prep,Prep Jasmine rice: measure the rice and cooking liquid.,2,1,1,counter,early,1,,1
Jasmine rice,foundation,,2,start,"Put Jasmine rice and its liquid in a saucepan, bring them to a simmer, then cover and reduce the heat.",2,1,1,burner,early,0,1,1
Jasmine rice,foundation,,3,simmer,Let Jasmine rice simmer covered without constant attention.,18,0,0,burner,early,1,2,1
Jasmine rice,foundation,,4,rest,Remove Jasmine rice from heat and let it rest covered before fluffing.,5,0,0,counter,finish,1,3,1
Basmati rice,foundation,,1,prep,Prep Basmati rice: measure the rice and cooking liquid.,2,1,1,counter,early,1,,1
Basmati rice,foundation,,2,start,"Put Basmati rice and its liquid in a saucepan, bring them to a simmer, then cover and reduce the heat.",2,1,1,burner,early,0,1,1
Basmati rice,foundation,,3,simmer,Let Basmati rice simmer covered without constant attention.,18,0,0,burner,early,1,2,1
Basmati rice,foundation,,4,rest,Remove Basmati rice from heat and let it rest covered before fluffing.,5,0,0,counter,finish,1,3,1
Wild rice,foundation,,1,prep,Prep Wild rice: measure the rice and cooking liquid.,2,1,1,counter,early,1,,1
Wild rice,foundation,,2,start,"Put Wild rice and its liquid in a saucepan, bring them to a simmer, then cover and reduce the heat.",2,1,1,burner,early,0,1,1
Wild rice,foundation,,3,simmer,Let Wild rice simmer covered without constant attention.,45,0,0,burner,early,1,2,1
Wild rice,foundation,,4,rest,Remove Wild rice from heat and let it rest covered before fluffing.,5,0,0,counter,finish,1,3,1
Egg noodles,foundation,,1,prep,Prep Egg noodles: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Egg noodles,foundation,,2,start,Put Egg noodles and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Egg noodles,foundation,,3,cook,Cook Egg noodles gently until tender without constant attention.,8,0,0,burner,early,1,2,1
Egg noodles,foundation,,4,finish,Remove Egg noodles from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Pasta,foundation,,1,prep,Prep Pasta: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Pasta,foundation,,2,start,Put Pasta and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Pasta,foundation,,3,cook,Cook Pasta gently until tender without constant attention.,8,0,0,burner,early,1,2,1
Pasta,foundation,,4,finish,Remove Pasta from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Spaghetti,foundation,,1,prep,Prep Spaghetti: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Spaghetti,foundation,,2,start,Put Spaghetti and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Spaghetti,foundation,,3,cook,Cook Spaghetti gently until tender without constant attention.,8,0,0,burner,early,1,2,1
Spaghetti,foundation,,4,finish,Remove Spaghetti from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Macaroni,foundation,,1,prep,Prep Macaroni: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Macaroni,foundation,,2,start,Put Macaroni and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Macaroni,foundation,,3,cook,Cook Macaroni gently until tender without constant attention.,6,0,0,burner,early,1,2,1
Macaroni,foundation,,4,finish,Remove Macaroni from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Rotini,foundation,,1,prep,Prep Rotini: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Rotini,foundation,,2,start,Put Rotini and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Rotini,foundation,,3,cook,Cook Rotini gently until tender without constant attention.,8,0,0,burner,early,1,2,1
Rotini,foundation,,4,finish,Remove Rotini from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Mashed potatoes,foundation,,1,prep,Prep Mashed potatoes: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Mashed potatoes,foundation,,2,start,Put Mashed potatoes and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Mashed potatoes,foundation,,3,cook,Cook Mashed potatoes gently until tender without constant attention.,3,0,0,burner,early,1,2,1
Mashed potatoes,foundation,,4,finish,Remove Mashed potatoes from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Baked potatoes,foundation,,1,prep,Prep Baked potatoes: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Baked potatoes,foundation,,2,start,Put Baked potatoes and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Baked potatoes,foundation,,3,cook,Cook Baked potatoes gently until tender without constant attention.,43,0,0,burner,early,1,2,1
Baked potatoes,foundation,,4,finish,Remove Baked potatoes from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Roasted potatoes,foundation,,1,prep,Prep Roasted potatoes: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Roasted potatoes,foundation,,2,start,Put Roasted potatoes and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Roasted potatoes,foundation,,3,cook,Cook Roasted potatoes gently until tender without constant attention.,28,0,0,burner,early,1,2,1
Roasted potatoes,foundation,,4,finish,Remove Roasted potatoes from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Hash browns,foundation,,1,prepare,"Arrange Hash browns in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
Hash browns,foundation,,2,heat,Heat Hash browns until hot and properly textured.,12,0,0.2,oven,late,1,1,1
French fries,foundation,,1,prepare,"Arrange French fries in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
French fries,foundation,,2,heat,Heat French fries until hot and properly textured.,20,0,0.2,oven,late,1,1,1
Cornbread,foundation,,1,prepare,"Arrange Cornbread in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
Cornbread,foundation,,2,heat,Heat Cornbread until hot and properly textured.,25,0,0.2,oven,late,1,1,1
Biscuits,foundation,,1,prepare,"Arrange Biscuits in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
Biscuits,foundation,,2,heat,Heat Biscuits until hot and properly textured.,15,0,0.2,oven,late,1,1,1
Bread,foundation,,1,prepare,"Arrange Bread in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
Bread,foundation,,2,heat,Heat Bread until hot and properly textured.,2,0,0.2,burner,late,1,1,1
Flour tortillas,foundation,,1,prepare,"Arrange Flour tortillas in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
Flour tortillas,foundation,,2,heat,Heat Flour tortillas until hot and properly textured.,2,0,0.2,burner,late,1,1,1
Corn tortillas,foundation,,1,prepare,"Arrange Corn tortillas in a skillet, toaster, or baking pan as appropriate.",2,1,1,counter,late,1,,1
Corn tortillas,foundation,,2,heat,Heat Corn tortillas until hot and properly textured.,2,0,0.2,burner,late,1,1,1
Polenta,foundation,,1,prep,Prep Polenta: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Polenta,foundation,,2,start,Put Polenta and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Polenta,foundation,,3,cook,Cook Polenta gently until tender without constant attention.,23,0,0,burner,early,1,2,1
Polenta,foundation,,4,finish,Remove Polenta from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Quinoa,foundation,,1,prep,Prep Quinoa: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Quinoa,foundation,,2,start,Put Quinoa and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Quinoa,foundation,,3,cook,Cook Quinoa gently until tender without constant attention.,13,0,0,burner,early,1,2,1
Quinoa,foundation,,4,finish,Remove Quinoa from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Cauliflower rice,foundation,,1,prep,Prep Cauliflower rice: measure the rice and cooking liquid.,2,1,1,counter,early,1,,1
Cauliflower rice,foundation,,2,start,"Put Cauliflower rice and its liquid in a saucepan, bring them to a simmer, then cover and reduce the heat.",2,1,1,burner,early,0,1,1
Cauliflower rice,foundation,,3,simmer,Let Cauliflower rice simmer covered without constant attention.,8,0,0,burner,early,1,2,1
Cauliflower rice,foundation,,4,rest,Remove Cauliflower rice from heat and let it rest covered before fluffing.,5,0,0,counter,finish,1,3,1
Black beans,foundation,,1,prep,"Prep Black beans: drain and rinse if canned, or measure if already cooked.",2,1,1,counter,early,1,,1
Black beans,foundation,,2,heat,Heat Black beans in a saucepan with enough liquid to prevent sticking.,10,0,0.2,burner,early,1,1,1
Pinto beans,foundation,,1,prep,"Prep Pinto beans: drain and rinse if canned, or measure if already cooked.",2,1,1,counter,early,1,,1
Pinto beans,foundation,,2,heat,Heat Pinto beans in a saucepan with enough liquid to prevent sticking.,10,0,0.2,burner,early,1,1,1
Great Northern beans,foundation,,1,prep,"Prep Great Northern beans: drain and rinse if canned, or measure if already cooked.",2,1,1,counter,early,1,,1
Great Northern beans,foundation,,2,heat,Heat Great Northern beans in a saucepan with enough liquid to prevent sticking.,10,0,0.2,burner,early,1,1,1
Navy beans,foundation,,1,prep,"Prep Navy beans: drain and rinse if canned, or measure if already cooked.",2,1,1,counter,early,1,,1
Navy beans,foundation,,2,heat,Heat Navy beans in a saucepan with enough liquid to prevent sticking.,10,0,0.2,burner,early,1,1,1
Chickpeas,foundation,,1,prep,"Prep Chickpeas: drain and rinse if canned, or measure if already cooked.",2,1,1,counter,early,1,,1
Chickpeas,foundation,,2,heat,Heat Chickpeas in a saucepan with enough liquid to prevent sticking.,10,0,0.2,burner,early,1,1,1
Lentils,foundation,,1,prep,Prep Lentils: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Lentils,foundation,,2,start,Put Lentils and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Lentils,foundation,,3,cook,Cook Lentils gently until tender without constant attention.,23,0,0,burner,early,1,2,1
Lentils,foundation,,4,finish,Remove Lentils from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
Grits,foundation,,1,prep,Prep Grits: measure it and any cooking liquid.,2,1,1,counter,early,1,,1
Grits,foundation,,2,start,Put Grits and its liquid in the appropriate saucepan or pot and begin cooking.,2,1,1,burner,early,0,1,1
Grits,foundation,,3,cook,Cook Grits gently until tender without constant attention.,8,0,0,burner,early,1,2,1
Grits,foundation,,4,finish,Remove Grits from heat and finish its texture before serving.,2,1,0.5,counter,finish,1,3,1
